id,station,line_number,line_name,dt,passenger_cnt
3795,Сухаревская,15.0,КАЛУЖСКО-РИЖСКАЯ,22.03.2024,4193.0
3796,Студенческая,13.0,ФИЛЁВСКАЯ,22.03.2024,9241.0
3797,Строгино,12.0,Арбатско-Покровская,22.03.2024,13060.0
3798,Стрешнево,1698.0,Московское центральное кольцо,22.03.2024,7135.0
3799,Стенд,609.0,КОЛЬЦЕВАЯ,22.03.2024,16411.0
3800,Стахановская,1779.0,НЕКРАСОВСКАЯ,22.03.2024,15732.0
3801,Старокачаловская,1500.0,БУТОВСКАЯ ЛИНИЯ,22.03.2024,15998.0
3802,Сретенский Бульвар,18.0,ЛЮБЛИНСКАЯ,22.03.2024,2923.0
3803,Спортивная,8.0,СОКОЛЬНИЧЕСКАЯ,22.03.2024,15800.0
3804,Спартак,16.0,Таганско-краснопресненская,22.03.2024,3959.0
3805,Солнцево,1691.0,Солнцевская,22.03.2024,7588.0
3806,Сокольники,1749.0,Большая кольцевая линия,22.03.2024,9676.0
3807,Сокольники,8.0,СОКОЛЬНИЧЕСКАЯ,22.03.2024,19168.0
3808,Соколиная Гора,1698.0,Московское центральное кольцо,22.03.2024,5399.0
3809,Сокол,9.0,ЗАМОСКВОРЕЦКАЯ,22.03.2024,16987.0
3810,Смоленская,12.0,Арбатско-Покровская,22.03.2024,19419.0
3811,Смоленская,13.0,ФИЛЁВСКАЯ,22.03.2024,16402.0
3812,Славянский бульвар,12.0,Арбатско-Покровская,22.03.2024,2744.0
3813,Серпуховская,17.0,Серпуховско-Тимирязевская,22.03.2024,6965.0
3814,Семёновская,12.0,Арбатско-Покровская,22.03.2024,14381.0
3815,Селигерская,18.0,ЛЮБЛИНСКАЯ,22.03.2024,5556.0
3816,Севастопольская,17.0,Серпуховско-Тимирязевская,22.03.2024,6275.0
3817,Свиблово,15.0,КАЛУЖСКО-РИЖСКАЯ,22.03.2024,18113.0
3818,Саларьево,8.0,СОКОЛЬНИЧЕСКАЯ,22.03.2024,10437.0
3819,Савёловская,1749.0,Большая кольцевая линия,22.03.2024,7194.0
3820,Савёловская,17.0,Серпуховско-Тимирязевская,22.03.2024,14893.0
3821,Рязанский Проспект,16.0,Таганско-краснопресненская,22.03.2024,17942.0
3822,Румянцево,8.0,СОКОЛЬНИЧЕСКАЯ,22.03.2024,18530.0
3823,Ростокино,1698.0,Московское центральное кольцо,22.03.2024,19468.0
3824,Римская,18.0,ЛЮБЛИНСКАЯ,22.03.2024,16449.0
3825,Рижская,15.0,КАЛУЖСКО-РИЖСКАЯ,22.03.2024,2252.0
3826,Рижская,1749.0,Большая кольцевая линия,22.03.2024,13296.0
3827,Речной вокзал,9.0,ЗАМОСКВОРЕЦКАЯ,22.03.2024,6686.0
3828,Рассказовка,1691.0,Солнцевская,22.03.2024,17339.0
3829,Раменки,14.0,КАЛИНИНСКАЯ,22.03.2024,1630.0
3830,Раменки,1691.0,Солнцевская,22.03.2024,8359.0
3831,Пятницкое шоссе,12.0,Арбатско-Покровская,22.03.2024,11795.0
3832,Пыхтино,1691.0,Солнцевская,22.03.2024,9379.0
3833,Пушкинская,16.0,Таганско-краснопресненская,22.03.2024,9479.0
3834,Профсоюзная,15.0,КАЛУЖСКО-РИЖСКАЯ,22.03.2024,17506.0
3835,Проспект Мира,15.0,КАЛУЖСКО-РИЖСКАЯ,22.03.2024,1745.0
3836,Проспект Мира,609.0,КОЛЬЦЕВАЯ,22.03.2024,9681.0
3837,Проспект Вернадского,1749.0,Большая кольцевая линия,22.03.2024,11729.0
3838,Проспект Вернадского,8.0,СОКОЛЬНИЧЕСКАЯ,22.03.2024,2320.0
3839,Пролетарская,16.0,Таганско-краснопресненская,22.03.2024,10716.0
3840,Прокшино,8.0,СОКОЛЬНИЧЕСКАЯ,22.03.2024,15228.0
3841,Преображенская площадь,8.0,СОКОЛЬНИЧЕСКАЯ,22.03.2024,12584.0
3842,Пражская,17.0,Серпуховско-Тимирязевская,22.03.2024,13195.0
3843,Полянка,17.0,Серпуховско-Тимирязевская,22.03.2024,2204.0
3844,Полежаевская,16.0,Таганско-краснопресненская,22.03.2024,9345.0
3845,Площадь Революции,12.0,Арбатско-Покровская,22.03.2024,6611.0
3846,Площадь Ильича,14.0,КАЛИНИНСКАЯ,22.03.2024,4007.0
3847,Площадь Гагарина,1698.0,Московское центральное кольцо,22.03.2024,17654.0
3848,Планерная,16.0,Таганско-краснопресненская,22.03.2024,13947.0
3849,Пионерская,13.0,ФИЛЁВСКАЯ,22.03.2024,4131.0
3850,Печатники,1749.0,Большая кольцевая линия,22.03.2024,12703.0
3851,Печатники,18.0,ЛЮБЛИНСКАЯ,22.03.2024,9205.0
3852,Петровско-Разумовская,17.0,Серпуховско-Тимирязевская,22.03.2024,18175.0
3853,Петровско-Разумовская,18.0,ЛЮБЛИНСКАЯ,22.03.2024,7645.0
3854,Петровский парк,1691.0,Солнцевская,22.03.2024,5525.0
3855,Петровский парк,1749.0,Большая кольцевая линия,22.03.2024,13763.0
3856,Перово,14.0,КАЛИНИНСКАЯ,22.03.2024,15953.0
3857,Первомайская,12.0,Арбатско-Покровская,22.03.2024,10349.0
3858,Партизанская,12.0,Арбатско-Покровская,22.03.2024,17115.0
3859,Парк Победы,12.0,Арбатско-Покровская,22.03.2024,4954.0
3860,Парк Победы,1691.0,Солнцевская,22.03.2024,13959.0
3861,Парк культуры,609.0,КОЛЬЦЕВАЯ,22.03.2024,12691.0
3862,Парк культуры,8.0,СОКОЛЬНИЧЕСКАЯ,22.03.2024,19997.0
3863,Панфиловская,1698.0,Московское центральное кольцо,22.03.2024,19238.0
3864,Павелецкая,9.0,ЗАМОСКВОРЕЦКАЯ,22.03.2024,11265.0
3865,Павелецкая,609.0,КОЛЬЦЕВАЯ,22.03.2024,12754.0
3866,Охотный ряд,8.0,СОКОЛЬНИЧЕСКАЯ,22.03.2024,15621.0
3867,Отрадное,17.0,Серпуховско-Тимирязевская,22.03.2024,17164.0
3868,Орехово,9.0,ЗАМОСКВОРЕЦКАЯ,22.03.2024,9958.0
3869,Ольховая,8.0,СОКОЛЬНИЧЕСКАЯ,22.03.2024,15674.0
3870,Октябрьское поле,16.0,Таганско-краснопресненская,22.03.2024,14554.0
3871,Октябрьская,609.0,КОЛЬЦЕВАЯ,22.03.2024,19245.0
3872,Октябрьская,15.0,КАЛУЖСКО-РИЖСКАЯ,22.03.2024,8060.0
3873,Окская,1779.0,НЕКРАСОВСКАЯ,22.03.2024,3853.0
3874,Окружная,18.0,ЛЮБЛИНСКАЯ,22.03.2024,18238.0
3875,Окружная,1698.0,Московское центральное кольцо,22.03.2024,14517.0
3876,Озёрная,1691.0,Солнцевская,22.03.2024,8593.0
3877,Новые Черёмушки,15.0,КАЛУЖСКО-РИЖСКАЯ,22.03.2024,8604.0
3878,Новоясеневская,15.0,КАЛУЖСКО-РИЖСКАЯ,22.03.2024,5597.0
3879,Новохохловская,1698.0,Московское центральное кольцо,22.03.2024,16468.0
3880,Новослободская,609.0,КОЛЬЦЕВАЯ,22.03.2024,17796.0
3881,Новопеределкино,1691.0,Солнцевская,22.03.2024,17362.0
3882,Новокузнецкая,9.0,ЗАМОСКВОРЕЦКАЯ,22.03.2024,8229.0
3883,Новокосино,14.0,КАЛИНИНСКАЯ,22.03.2024,7395.0
3884,Новогиреево,14.0,КАЛИНИНСКАЯ,22.03.2024,7772.0
3885,Новаторская,1749.0,Большая кольцевая линия,22.03.2024,19611.0
3886,Нижегородская,1698.0,Московское центральное кольцо,22.03.2024,8117.0
3887,Нижегородская,1749.0,Большая кольцевая линия,22.03.2024,15145.0
3888,Нижегородская,1779.0,НЕКРАСОВСКАЯ,22.03.2024,13586.0
3889,Некрасовка,1779.0,НЕКРАСОВСКАЯ,22.03.2024,4707.0
3890,Нахимовский Проспект,17.0,Серпуховско-Тимирязевская,22.03.2024,2241.0
3891,Народное Ополчение,1749.0,Большая кольцевая линия,22.03.2024,12496.0
3892,Нагорная,17.0,Серпуховско-Тимирязевская,22.03.2024,7851.0
3893,Нагатинский затон,1749.0,Большая кольцевая линия,22.03.2024,18589.0
3894,Нагатинская,17.0,Серпуховско-Тимирязевская,22.03.2024,13646.0
3895,Мякинино,12.0,Арбатско-Покровская,22.03.2024,16473.0
3896,Москва-Сити,1698.0,Московское центральное кольцо,22.03.2024,6596.0
3897,Молодёжная,12.0,Арбатско-Покровская,22.03.2024,9853.0
3898,Мнёвники,1749.0,Большая кольцевая линия,22.03.2024,18611.0
3899,Мичуринский проспект,1749.0,Большая кольцевая линия,22.03.2024,2990.0
3900,Мичуринский проспект,1691.0,Солнцевская,22.03.2024,5394.0
3901,Митино,12.0,Арбатско-Покровская,22.03.2024,10828.0
3902,Минская,14.0,КАЛИНИНСКАЯ,22.03.2024,6777.0
3903,Минская,1691.0,Солнцевская,22.03.2024,16928.0
3904,Менделеевская,17.0,Серпуховско-Тимирязевская,22.03.2024,7366.0
3905,Медведково,15.0,КАЛУЖСКО-РИЖСКАЯ,22.03.2024,1253.0
3906,Маяковская,9.0,ЗАМОСКВОРЕЦКАЯ,22.03.2024,14529.0
3907,Марьино,18.0,ЛЮБЛИНСКАЯ,22.03.2024,16414.0
3908,Марьина Роща,1749.0,Большая кольцевая линия,22.03.2024,13482.0
3909,Марьина Роща,18.0,ЛЮБЛИНСКАЯ,22.03.2024,16852.0
3910,Марксистская,14.0,КАЛИНИНСКАЯ,22.03.2024,1303.0
3911,Люблино,18.0,ЛЮБЛИНСКАЯ,22.03.2024,4597.0
3912,Лухмановская,1779.0,НЕКРАСОВСКАЯ,22.03.2024,8764.0
3913,Лужники,1698.0,Московское центральное кольцо,22.03.2024,15100.0
3914,Лубянка,8.0,СОКОЛЬНИЧЕСКАЯ,22.03.2024,6130.0
3915,Ломоносовский проспект,14.0,КАЛИНИНСКАЯ,22.03.2024,4595.0
3916,Ломоносовский проспект,1691.0,Солнцевская,22.03.2024,17396.0
3917,Локомотив,1698.0,Московское центральное кольцо,22.03.2024,18653.0
3918,Лихоборы,1698.0,Московское центральное кольцо,22.03.2024,10872.0
3919,Лианозово,18.0,ЛЮБЛИНСКАЯ,22.03.2024,7321.0
3920,Лефортово,1749.0,Большая кольцевая линия,22.03.2024,15895.0
3921,Лефортово,1779.0,НЕКРАСОВСКАЯ,22.03.2024,5265.0
3922,Лесопарковая,1500.0,БУТОВСКАЯ ЛИНИЯ,22.03.2024,8823.0
3923,Лермонтовский проспект,16.0,Таганско-краснопресненская,22.03.2024,19680.0
3924,Ленинский Проспект,15.0,КАЛУЖСКО-РИЖСКАЯ,22.03.2024,3464.0
3925,Кутузовская,1698.0,Московское центральное кольцо,22.03.2024,12278.0
3926,Кутузовская,13.0,ФИЛЁВСКАЯ,22.03.2024,7958.0
3927,Курская,12.0,Арбатско-Покровская,22.03.2024,4200.0
3928,Курская,609.0,КОЛЬЦЕВАЯ,22.03.2024,14825.0
3929,Кунцевская,12.0,Арбатско-Покровская,22.03.2024,7163.0
3930,Кунцевская,1749.0,Большая кольцевая линия,22.03.2024,10655.0
3931,Кунцевская,13.0,ФИЛЁВСКАЯ,22.03.2024,19449.0
3932,Кузьминки,16.0,Таганско-краснопресненская,22.03.2024,6457.0
3933,Кузнецкий мост,16.0,Таганско-краснопресненская,22.03.2024,9443.0
3934,Крымская,1698.0,Московское центральное кольцо,22.03.2024,10689.0
3935,Крылатское,12.0,Арбатско-Покровская,22.03.2024,3647.0
3936,Кропоткинская,8.0,СОКОЛЬНИЧЕСКАЯ,22.03.2024,10795.0
3937,Крестьянская застава,18.0,ЛЮБЛИНСКАЯ,22.03.2024,16195.0
3938,Красные ворота,8.0,СОКОЛЬНИЧЕСКАЯ,22.03.2024,17242.0
3939,Красносельская,8.0,СОКОЛЬНИЧЕСКАЯ,22.03.2024,9113.0
3940,Краснопресненская,609.0,КОЛЬЦЕВАЯ,22.03.2024,1532.0
3941,Красногвардейская,9.0,ЗАМОСКВОРЕЦКАЯ,22.03.2024,7052.0
3942,Котельники,16.0,Таганско-краснопресненская,22.03.2024,12741.0
3943,Косино,1779.0,НЕКРАСОВСКАЯ,22.03.2024,10130.0
3944,Коптево,1698.0,Московское центральное кольцо,22.03.2024,12545.0
3945,Коньково,15.0,КАЛУЖСКО-РИЖСКАЯ,22.03.2024,7533.0
3946,Комсомольская,8.0,СОКОЛЬНИЧЕСКАЯ,22.03.2024,19581.0
3947,Комсомольская,609.0,КОЛЬЦЕВАЯ,22.03.2024,1329.0
3948,Коммунарка,8.0,СОКОЛЬНИЧЕСКАЯ,22.03.2024,19535.0
3949,Коломенская,9.0,ЗАМОСКВОРЕЦКАЯ,22.03.2024,3475.0
3950,Кожуховская,18.0,ЛЮБЛИНСКАЯ,22.03.2024,18184.0
3951,Кленовый бульвар,1749.0,Большая кольцевая линия,22.03.2024,11075.0
3952,Китай-город,15.0,КАЛУЖСКО-РИЖСКАЯ,22.03.2024,19375.0
3953,Китай-город,16.0,Таганско-краснопресненская,22.03.2024,1840.0
3954,Киевская,13.0,ФИЛЁВСКАЯ,22.03.2024,16945.0
3955,Киевская,12.0,Арбатско-Покровская,22.03.2024,14656.0
3956,Киевская,609.0,КОЛЬЦЕВАЯ,22.03.2024,1070.0
3957,Каширская,1749.0,Большая кольцевая линия,22.03.2024,12295.0
3958,Каширская,9.0,ЗАМОСКВОРЕЦКАЯ,22.03.2024,2534.0
3959,Каширская,11.0,КАХОВСКАЯ,22.03.2024,11424.0
3960,Каховская,11.0,КАХОВСКАЯ,22.03.2024,14331.0
3961,Каховская,1749.0,Большая кольцевая линия,22.03.2024,3911.0
3962,Кантемировская,9.0,ЗАМОСКВОРЕЦКАЯ,22.03.2024,3617.0
3963,Калужская,15.0,КАЛУЖСКО-РИЖСКАЯ,22.03.2024,18382.0
3964,К,1749.0,Большая кольцевая линия,22.03.2024,4422.0
3965,Измайловская,12.0,Арбатско-Покровская,22.03.2024,8827.0
3966,Измайлово,1698.0,Московское центральное кольцо,22.03.2024,11879.0
3967,Зябликово,18.0,ЛЮБЛИНСКАЯ,22.03.2024,13011.0
3968,Зюзино,1749.0,Большая кольцевая линия,22.03.2024,19667.0
3969,Зорге,1698.0,Московское центральное кольцо,22.03.2024,11666.0
3970,ЗИЛ,1698.0,Московское центральное кольцо,22.03.2024,6506.0
3971,Жулебино,16.0,Таганско-краснопресненская,22.03.2024,5545.0
3972,Дубровка,18.0,ЛЮБЛИНСКАЯ,22.03.2024,11316.0
3973,Дубровка,1698.0,Московское центральное кольцо,22.03.2024,19411.0
3974,Достоевская,18.0,ЛЮБЛИНСКАЯ,22.03.2024,5857.0
3975,Домодедовская,9.0,ЗАМОСКВОРЕЦКАЯ,22.03.2024,19900.0
3976,Добрынинская,609.0,КОЛЬЦЕВАЯ,22.03.2024,7597.0
3977,Дмитровская,17.0,Серпуховско-Тимирязевская,22.03.2024,2931.0
3978,Динамо,9.0,ЗАМОСКВОРЕЦКАЯ,22.03.2024,17483.0
3979,Деловой центр,1749.0,Большая кольцевая линия,22.03.2024,17257.0
3980,Деловой центр,1691.0,Солнцевская,22.03.2024,12254.0
3981,Давыдково,1749.0,Большая кольцевая линия,22.03.2024,14057.0
3982,Говорово,1691.0,Солнцевская,22.03.2024,15224.0
3983,Выхино,16.0,Таганско-краснопресненская,22.03.2024,3938.0
3984,Воронцовская,1749.0,Большая кольцевая линия,22.03.2024,15463.0
3985,Воробьёвы горы,8.0,СОКОЛЬНИЧЕСКАЯ,22.03.2024,1182.0
3986,Волоколамская,12.0,Арбатско-Покровская,22.03.2024,15173.0
3987,Волжская,18.0,ЛЮБЛИНСКАЯ,22.03.2024,11543.0
3988,Волгоградский проспект,16.0,Таганско-краснопресненская,22.03.2024,1628.0
3989,Войковская,9.0,ЗАМОСКВОРЕЦКАЯ,22.03.2024,9405.0
3990,Водный Стадион,9.0,ЗАМОСКВОРЕЦКАЯ,22.03.2024,19191.0
3991,Владыкино,17.0,Серпуховско-Тимирязевская,22.03.2024,12517.0
3992,Владыкино,1698.0,Московское центральное кольцо,22.03.2024,19056.0
3993,Верхние Лихоборы,18.0,ЛЮБЛИНСКАЯ,22.03.2024,16897.0
3994,Верхние Котлы,1698.0,Московское центральное кольцо,22.03.2024,5304.0
3995,ВДНХ,15.0,КАЛУЖСКО-РИЖСКАЯ,22.03.2024,1885.0
3996,Варшавская,11.0,КАХОВСКАЯ,22.03.2024,4646.0
3997,Варшавская,1749.0,Большая кольцевая линия,22.03.2024,17184.0
3998,Бутырская,14.0,КАЛИНИНСКАЯ,22.03.2024,17274.0
3999,Бутырская,18.0,ЛЮБЛИНСКАЯ,22.03.2024,11358.0
4000,Бунинская аллея,1500.0,БУТОВСКАЯ ЛИНИЯ,22.03.2024,12382.0
4001,Бульвар Рокоссовского,8.0,СОКОЛЬНИЧЕСКАЯ,22.03.2024,2135.0
4002,Бульвар Рокоссовского,1698.0,Московское центральное кольцо,22.03.2024,6353.0
4003,Бульвар Дмитрия Донского,17.0,Серпуховско-Тимирязевская,22.03.2024,13087.0
4004,Бульвар Адмирала Ушакова,1500.0,БУТОВСКАЯ ЛИНИЯ,22.03.2024,13244.0
4005,Братиславская,18.0,ЛЮБЛИНСКАЯ,22.03.2024,1549.0
4006,Ботанический сад,1698.0,Московское центральное кольцо,22.03.2024,4727.0
4007,Ботанический сад,15.0,КАЛУЖСКО-РИЖСКАЯ,22.03.2024,2724.0
4008,Боровское шоссе,1691.0,Солнцевская,22.03.2024,4672.0
4009,Боровицкая,17.0,Серпуховско-Тимирязевская,22.03.2024,15569.0
4010,Борисово,18.0,ЛЮБЛИНСКАЯ,22.03.2024,1574.0
4011,Битцевский парк,1500.0,БУТОВСКАЯ ЛИНИЯ,22.03.2024,19410.0
4012,Библиотека имени Ленина,8.0,СОКОЛЬНИЧЕСКАЯ,22.03.2024,11465.0
4013,Бибирево,17.0,Серпуховско-Тимирязевская,22.03.2024,9065.0
4014,Беляево,15.0,КАЛУЖСКО-РИЖСКАЯ,22.03.2024,8189.0
4015,Белорусская,9.0,ЗАМОСКВОРЕЦКАЯ,22.03.2024,5030.0
4016,Белорусская,609.0,КОЛЬЦЕВАЯ,22.03.2024,5164.0
4017,Беломорская,9.0,ЗАМОСКВОРЕЦКАЯ,22.03.2024,5703.0
4018,Белокаменная,1698.0,Московское центральное кольцо,22.03.2024,8253.0
4019,Беговая,16.0,Таганско-краснопресненская,22.03.2024,17995.0
4020,Бауманская,12.0,Арбатско-Покровская,22.03.2024,11780.0
4021,Баррикадная,16.0,Таганско-краснопресненская,22.03.2024,4075.0
4022,Балтийская,1698.0,Московское центральное кольцо,22.03.2024,19621.0
4023,Багратионовская,13.0,ФИЛЁВСКАЯ,22.03.2024,15261.0
4024,Бабушкинская,15.0,КАЛУЖСКО-РИЖСКАЯ,22.03.2024,15316.0
4025,Аэропорт Внуково,1691.0,Солнцевская,22.03.2024,13180.0
4026,Аэропорт,9.0,ЗАМОСКВОРЕЦКАЯ,22.03.2024,9572.0
4027,Арбатская,12.0,Арбатско-Покровская,22.03.2024,7792.0
4028,Арбатская,13.0,ФИЛЁВСКАЯ,22.03.2024,16606.0
4029,Аннино,17.0,Серпуховско-Тимирязевская,22.03.2024,14416.0
4030,Андроновка,1698.0,Московское центральное кольцо,22.03.2024,14640.0
4031,Аминьевская,1749.0,Большая кольцевая линия,22.03.2024,19161.0
4032,Алтуфьево,17.0,Серпуховско-Тимирязевская,22.03.2024,6814.0
4033,Алма-Атинская,9.0,ЗАМОСКВОРЕЦКАЯ,22.03.2024,3456.0
4034,Алексеевская,15.0,КАЛУЖСКО-РИЖСКАЯ,22.03.2024,7109.0
4035,Александровский сад,13.0,ФИЛЁВСКАЯ,22.03.2024,8640.0
4036,Академическая,15.0,КАЛУЖСКО-РИЖСКАЯ,22.03.2024,4779.0
4037,Административная,609.0,КОЛЬЦЕВАЯ,22.03.2024,5974.0
4038,Автозаводская,1698.0,Московское центральное кольцо,22.03.2024,18374.0
4039,Автозаводская,9.0,ЗАМОСКВОРЕЦКАЯ,22.03.2024,14497.0
4040,Авиамоторная,1749.0,Большая кольцевая линия,22.03.2024,4805.0
4041,Авиамоторная,1779.0,НЕКРАСОВСКАЯ,22.03.2024,8421.0
4042,Авиамоторная,14.0,КАЛИНИНСКАЯ,22.03.2024,12715.0
4043,Яхромская,18.0,ЛЮБЛИНСКАЯ,21.03.2024,5502.0
4044,Ясенево,15.0,КАЛУЖСКО-РИЖСКАЯ,21.03.2024,15176.0
4045,Южная,17.0,Серпуховско-Тимирязевская,21.03.2024,18645.0
4046,Юго-Западная,8.0,СОКОЛЬНИЧЕСКАЯ,21.03.2024,1659.0
4047,Юго-Восточная,1779.0,НЕКРАСОВСКАЯ,21.03.2024,13034.0
4048,Электрозаводская,12.0,Арбатско-Покровская,21.03.2024,18253.0
4049,Электрозаводская,1749.0,Большая кольцевая линия,21.03.2024,6842.0
4050,Электрозаводская,1779.0,НЕКРАСОВСКАЯ,21.03.2024,4612.0
4051,Щукинская,16.0,Таганско-краснопресненская,21.03.2024,19924.0
4052,Щёлковская,12.0,Арбатско-Покровская,21.03.2024,1283.0
4053,Шоссе Энтузиастов,14.0,КАЛИНИНСКАЯ,21.03.2024,19391.0
4054,Шоссе Энтузиастов,1698.0,Московское центральное кольцо,21.03.2024,15674.0
4055,Шипиловская,18.0,ЛЮБЛИНСКАЯ,21.03.2024,17235.0
4056,Шелепиха,1749.0,Большая кольцевая линия,21.03.2024,1080.0
4057,Шелепиха,1698.0,Московское центральное кольцо,21.03.2024,5938.0
4058,Шелепиха,1691.0,Солнцевская,21.03.2024,12092.0
4059,Шаболовская,15.0,КАЛУЖСКО-РИЖСКАЯ,21.03.2024,5661.0
4060,Чкаловская,18.0,ЛЮБЛИНСКАЯ,21.03.2024,19223.0
4061,Чистые пруды,8.0,СОКОЛЬНИЧЕСКАЯ,21.03.2024,4316.0
4062,Чеховская,17.0,Серпуховско-Тимирязевская,21.03.2024,7068.0
4063,Чертановская,17.0,Серпуховско-Тимирязевская,21.03.2024,17140.0
4064,Черкизовская,8.0,СОКОЛЬНИЧЕСКАЯ,21.03.2024,18593.0
4065,ЦСКА,1749.0,Большая кольцевая линия,21.03.2024,17753.0
4066,ЦСКА,1691.0,Солнцевская,21.03.2024,8601.0
4067,Цветной Бульвар,17.0,Серпуховско-Тимирязевская,21.03.2024,12654.0
4068,Царицыно,9.0,ЗАМОСКВОРЕЦКАЯ,21.03.2024,19790.0
4069,Хорошёвская,1749.0,Большая кольцевая линия,21.03.2024,5986.0
4070,Хорошёвская,1691.0,Солнцевская,21.03.2024,11121.0
4071,Хорошёво,1698.0,Московское центральное кольцо,21.03.2024,17879.0
4072,Ховрино,9.0,ЗАМОСКВОРЕЦКАЯ,21.03.2024,16464.0
4073,Фрунзенская,8.0,СОКОЛЬНИЧЕСКАЯ,21.03.2024,15603.0
4074,Фонвизинская,14.0,КАЛИНИНСКАЯ,21.03.2024,1732.0
4075,Фонвизинская,18.0,ЛЮБЛИНСКАЯ,21.03.2024,10810.0
4076,Фили,13.0,ФИЛЁВСКАЯ,21.03.2024,4792.0
4077,Филёвский парк,13.0,ФИЛЁВСКАЯ,21.03.2024,4702.0
4078,Филатов луг,8.0,СОКОЛЬНИЧЕСКАЯ,21.03.2024,7924.0
4079,Физтех,18.0,ЛЮБЛИНСКАЯ,21.03.2024,7808.0
4080,Университет,8.0,СОКОЛЬНИЧЕСКАЯ,21.03.2024,11494.0
4081,Улица Скобелевская,1500.0,БУТОВСКАЯ ЛИНИЯ,21.03.2024,4533.0
4082,Улица Дмитриевского,1779.0,НЕКРАСОВСКАЯ,21.03.2024,6912.0
4083,Улица Горчакова,1500.0,БУТОВСКАЯ ЛИНИЯ,21.03.2024,16509.0
4084,Улица Академика Янгеля,17.0,Серпуховско-Тимирязевская,21.03.2024,9325.0
4085,Улица 1905 года,16.0,Таганско-краснопресненская,21.03.2024,2060.0
4086,Угрешская,1698.0,Московское центральное кольцо,21.03.2024,12370.0
4087,Тушинская,16.0,Таганско-краснопресненская,21.03.2024,8868.0
4088,Тургеневская,15.0,КАЛУЖСКО-РИЖСКАЯ,21.03.2024,17599.0
4089,Тульская,17.0,Серпуховско-Тимирязевская,21.03.2024,8011.0
4090,Трубная,18.0,ЛЮБЛИНСКАЯ,21.03.2024,14611.0
4091,Тропарёво,8.0,СОКОЛЬНИЧЕСКАЯ,21.03.2024,10492.0
4092,Третьяковская,15.0,КАЛУЖСКО-РИЖСКАЯ,21.03.2024,13539.0
4093,Третьяковская,14.0,КАЛИНИНСКАЯ,21.03.2024,9909.0
4094,ТПУ Рязанская,1779.0,НЕКРАСОВСКАЯ,21.03.2024,12506.0
4095,Тимирязевская,17.0,Серпуховско-Тимирязевская,21.03.2024,3864.0
4096,Технопарк,9.0,ЗАМОСКВОРЕЦКАЯ,21.03.2024,17637.0
4097,Терехово,1749.0,Большая кольцевая линия,21.03.2024,3990.0
4098,Тёплый стан,15.0,КАЛУЖСКО-РИЖСКАЯ,21.03.2024,8822.0
4099,Текстильщики,1749.0,Большая кольцевая линия,21.03.2024,16464.0
4100,Текстильщики,16.0,Таганско-краснопресненская,21.03.2024,18210.0
4101,Театральная,9.0,ЗАМОСКВОРЕЦКАЯ,21.03.2024,16759.0
4102,Тверская,9.0,ЗАМОСКВОРЕЦКАЯ,21.03.2024,11298.0
4103,Таганская,609.0,КОЛЬЦЕВАЯ,21.03.2024,17885.0
4104,Таганская,16.0,Таганско-краснопресненская,21.03.2024,17449.0
4105,Сходненская,16.0,Таганско-краснопресненская,21.03.2024,19528.0
4106,Сухаревская,15.0,КАЛУЖСКО-РИЖСКАЯ,21.03.2024,5997.0
4107,Студенческая,13.0,ФИЛЁВСКАЯ,21.03.2024,11119.0
4108,Строгино,12.0,Арбатско-Покровская,21.03.2024,18930.0
4109,Стрешнево,1698.0,Московское центральное кольцо,21.03.2024,10157.0
4110,Стенд,609.0,КОЛЬЦЕВАЯ,21.03.2024,17645.0
4111,Стахановская,1779.0,НЕКРАСОВСКАЯ,21.03.2024,14394.0
4112,Старокачаловская,1500.0,БУТОВСКАЯ ЛИНИЯ,21.03.2024,11934.0
4113,Сретенский Бульвар,18.0,ЛЮБЛИНСКАЯ,21.03.2024,1856.0
4114,Спортивная,8.0,СОКОЛЬНИЧЕСКАЯ,21.03.2024,6995.0
4115,Спартак,16.0,Таганско-краснопресненская,21.03.2024,7627.0
4116,Солнцево,1691.0,Солнцевская,21.03.2024,3567.0
4117,Сокольники,1749.0,Большая кольцевая линия,21.03.2024,15344.0
4118,Сокольники,8.0,СОКОЛЬНИЧЕСКАЯ,21.03.2024,16050.0
4119,Соколиная Гора,1698.0,Московское центральное кольцо,21.03.2024,2232.0
4120,Сокол,9.0,ЗАМОСКВОРЕЦКАЯ,21.03.2024,18472.0
4121,Смоленская,12.0,Арбатско-Покровская,21.03.2024,5646.0
4122,Смоленская,13.0,ФИЛЁВСКАЯ,21.03.2024,8418.0
4123,Славянский бульвар,12.0,Арбатско-Покровская,21.03.2024,6327.0
4124,Серпуховская,17.0,Серпуховско-Тимирязевская,21.03.2024,5202.0
4125,Семёновская,12.0,Арбатско-Покровская,21.03.2024,15395.0
4126,Селигерская,18.0,ЛЮБЛИНСКАЯ,21.03.2024,2791.0
4127,Севастопольская,17.0,Серпуховско-Тимирязевская,21.03.2024,13723.0
4128,Свиблово,15.0,КАЛУЖСКО-РИЖСКАЯ,21.03.2024,19893.0
4129,Саларьево,8.0,СОКОЛЬНИЧЕСКАЯ,21.03.2024,18649.0
4130,Савёловская,1749.0,Большая кольцевая линия,21.03.2024,2464.0
4131,Савёловская,17.0,Серпуховско-Тимирязевская,21.03.2024,14265.0
4132,Рязанский Проспект,16.0,Таганско-краснопресненская,21.03.2024,3770.0
